x	y	epresenceScore	epresence	eorientScore	eorient	ecorr
GU.1020_<<_GU.1771	GU.1020	GU.1771	NA	0	NA	NA	NA
GU.1020_<<_GU.2735	GU.1020	GU.2735	0.234056765917696	1	NA	1	0.599144689515278
GU.1020_<<_GU.2508	GU.1020	GU.2508	NA	0	NA	NA	NA
GU.1020_<<_GU.860	GU.1020	GU.860	0.218369281418199	1	NA	1	-0.584897651865602
GU.1020_<<_GU.921	GU.1020	GU.921	0.192183376557195	1	NA	1	0.539905524799017
GU.1020_<<_GU.124	GU.1020	GU.124	0.218369281418199	1	NA	1	-0.584897651865602
GU.1020_<<_GU.2750	GU.1020	GU.2750	NA	0	NA	NA	NA
GU.1020_<<_GU.3831	GU.1020	GU.3831	NA	0	NA	NA	NA
GU.1020_<<_GU.973	GU.1020	GU.973	0.0970041218556812	1	NA	1	-0.384353057392904
GU.1020_<<_GU.1671	GU.1020	GU.1671	NA	0	NA	NA	NA
GU.1020_<<_GU.1924	GU.1020	GU.1924	0.0624999915127615	1	NA	1	-0.306924907022426
GU.1020_<<_GU.95	GU.1020	GU.95	NA	0	NA	NA	NA
GU.1020_<<_GU.328	GU.1020	GU.328	NA	0	NA	NA	NA
GU.1020_<<_GU.249	GU.1020	GU.249	NA	0	NA	NA	NA
GU.1020_<<_GU.166	GU.1020	GU.166	NA	0	NA	NA	NA
GU.1020_<<_GU.315	GU.1020	GU.315	NA	0	NA	NA	NA
GU.1020_<<_GU.409	GU.1020	GU.409	NA	0	NA	NA	NA
GU.1020_<<_GU.931	GU.1020	GU.931	NA	0	NA	NA	NA
GU.1020_<<_GU.6433	GU.1020	GU.6433	NA	0	NA	NA	NA
GU.1020_<<_GU.916	GU.1020	GU.916	NA	0	NA	NA	NA
GU.1020_<<_GU.85	GU.1020	GU.85	NA	0	NA	NA	NA
GU.1020_<<_GU.93	GU.1020	GU.93	NA	0	NA	NA	NA
GU.1020_<<_GU.267	GU.1020	GU.267	NA	0	NA	NA	NA
GU.1020_<<_GU.699	GU.1020	GU.699	NA	0	NA	NA	NA
GU.1020_<<_GU.1722	GU.1020	GU.1722	NA	0	NA	NA	NA
GU.1020_<<_GU.2616	GU.1020	GU.2616	NA	0	NA	NA	NA
GU.1020_<<_GU.805	GU.1020	GU.805	NA	0	NA	NA	NA
GU.1020_<<_GU.1795	GU.1020	GU.1795	NA	0	NA	NA	NA
GU.1020_<<_GU.871	GU.1020	GU.871	NA	0	NA	NA	NA
GU.1020_<<_GU.1149	GU.1020	GU.1149	NA	0	NA	NA	NA
GU.1020_<<_GU.412	GU.1020	GU.412	NA	0	NA	NA	NA
GU.1020_<<_GU.25	GU.1020	GU.25	NA	0	NA	NA	NA
GU.1020_<<_GU.928	GU.1020	GU.928	NA	0	NA	NA	NA
GU.1020_<<_GU.358	GU.1020	GU.358	NA	0	NA	NA	NA
GU.1020_<<_GU.757	GU.1020	GU.757	NA	0	NA	NA	NA
GU.1020_<<_GU.6266	GU.1020	GU.6266	NA	0	NA	NA	NA
GU.1020_<<_GU.671	GU.1020	GU.671	NA	0	NA	NA	NA
GU.400_<<_GU.92	GU.400	GU.92	NA	0	NA	NA	NA
GU.400_<<_GU.760	GU.400	GU.760	0.156706524792785	1	NA	1	-0.470588235294118
GU.400_<<_GU.905	GU.400	GU.905	NA	0	NA	NA	NA
GU.400_<<_GU.3349	GU.400	GU.3349	NA	0	NA	NA	NA
GU.400_<<_GU.1771	GU.400	GU.1771	NA	0	NA	NA	NA
GU.400_<<_GU.2735	GU.400	GU.2735	NA	0	NA	NA	NA
GU.400_<<_GU.2508	GU.400	GU.2508	NA	0	NA	NA	NA
GU.400_<<_GU.860	GU.400	GU.860	0.0629696514556848	1	NA	1	0.417620168032103
GU.400_<<_GU.921	GU.400	GU.921	NA	0	NA	NA	NA
GU.400_<<_GU.124	GU.400	GU.124	NA	0	NA	NA	NA
GU.400_<<_GU.2750	GU.400	GU.2750	NA	0	NA	NA	NA
GU.400_<<_GU.3831	GU.400	GU.3831	NA	0	NA	NA	NA
GU.400_<<_GU.973	GU.400	GU.973	NA	0	NA	NA	NA
GU.400_<<_GU.1671	GU.400	GU.1671	0.0988221254905683	1	NA	1	0.429863476810548
GU.400_<<_GU.1924	GU.400	GU.1924	NA	0	NA	NA	NA
GU.400_<<_GU.95	GU.400	GU.95	NA	0	NA	NA	NA
GU.400_<<_GU.328	GU.400	GU.328	NA	0	NA	NA	NA
GU.400_<<_GU.249	GU.400	GU.249	NA	0	NA	NA	NA
GU.400_<<_GU.166	GU.400	GU.166	NA	0	NA	NA	NA
GU.400_<<_GU.315	GU.400	GU.315	NA	0	NA	NA	NA
GU.400_<<_GU.409	GU.400	GU.409	NA	0	NA	NA	NA
GU.400_<<_GU.931	GU.400	GU.931	NA	0	NA	NA	NA
GU.400_<<_GU.6433	GU.400	GU.6433	NA	0	NA	NA	NA
GU.400_<<_GU.916	GU.400	GU.916	NA	0	NA	NA	NA
GU.400_<<_GU.85	GU.400	GU.85	NA	0	NA	NA	NA
GU.400_<<_GU.93	GU.400	GU.93	NA	0	NA	NA	NA
GU.400_<<_GU.267	GU.400	GU.267	NA	0	NA	NA	NA
GU.400_<<_GU.699	GU.400	GU.699	0.015815856009405	1	NA	1	-0.140028008402801
GU.400_<<_GU.1722	GU.400	GU.1722	NA	0	NA	NA	NA
GU.400_<<_GU.2616	GU.400	GU.2616	0.015815856009405	1	NA	1	-0.140028008402801
GU.400_<<_GU.805	GU.400	GU.805	0.015815856009405	1	NA	1	-0.140028008402801
GU.400_<<_GU.1795	GU.400	GU.1795	NA	0	NA	NA	NA
GU.400_<<_GU.871	GU.400	GU.871	NA	0	NA	NA	NA
GU.400_<<_GU.1149	GU.400	GU.1149	0.0473776961321124	1	NA	1	0.297559517855952
GU.400_<<_GU.412	GU.400	GU.412	NA	0	NA	NA	NA
GU.400_<<_GU.25	GU.400	GU.25	NA	0	NA	NA	NA
GU.400_<<_GU.928	GU.400	GU.928	NA	0	NA	NA	NA
GU.400_<<_GU.358	GU.400	GU.358	0.0473776961321124	1	NA	1	0.297559517855952
GU.400_<<_GU.757	GU.400	GU.757	NA	0	NA	NA	NA
GU.400_<<_GU.6266	GU.400	GU.6266	NA	0	NA	NA	NA
GU.400_<<_GU.671	GU.400	GU.671	0.155224755062155	1	NA	1	0.538305421923955
GU.92_<<_GU.760	GU.92	GU.760	0.156706524792785	1	NA	1	-0.470588235294118
GU.92_<<_GU.905	GU.92	GU.905	0.180619032442301	1	NA	1	0.63235294117647
GU.92_<<_GU.3349	GU.92	GU.3349	NA	0	NA	NA	NA
GU.92_<<_GU.1771	GU.92	GU.1771	0.180619032442301	1	NA	1	0.63235294117647
GU.92_<<_GU.2735	GU.92	GU.2735	0.132257122422353	1	NA	1	-0.427792631946499
GU.92_<<_GU.2508	GU.92	GU.2508	NA	0	NA	NA	NA
GU.92_<<_GU.860	GU.92	GU.860	NA	0	NA	NA	NA
GU.92_<<_GU.921	GU.92	GU.921	0.371132681808954	1	NA	1	0.819178021909125
GU.92_<<_GU.124	GU.92	GU.124	0.109591046774762	1	NA	1	-0.385495539721941
GU.92_<<_GU.2750	GU.92	GU.2750	NA	0	NA	NA	NA
GU.92_<<_GU.3831	GU.92	GU.3831	0.0884601239650213	1	NA	1	-0.342997170285018
GU.92_<<_GU.973	GU.92	GU.973	NA	0	NA	NA	NA
GU.92_<<_GU.1671	GU.92	GU.1671	0.0324661929164818	1	NA	1	-0.202288694969669
GU.92_<<_GU.1924	GU.92	GU.1924	0.0324661929164818	1	NA	1	-0.202288694969669
GU.92_<<_GU.95	GU.92	GU.95	NA	0	NA	NA	NA
GU.92_<<_GU.328	GU.92	GU.328	NA	0	NA	NA	NA
GU.92_<<_GU.249	GU.92	GU.249	NA	0	NA	NA	NA
GU.92_<<_GU.166	GU.92	GU.166	NA	0	NA	NA	NA
GU.92_<<_GU.315	GU.92	GU.315	NA	0	NA	NA	NA
GU.92_<<_GU.409	GU.92	GU.409	NA	0	NA	NA	NA
GU.92_<<_GU.931	GU.92	GU.931	NA	0	NA	NA	NA
GU.92_<<_GU.6433	GU.92	GU.6433	NA	0	NA	NA	NA
GU.92_<<_GU.916	GU.92	GU.916	NA	0	NA	NA	NA
GU.92_<<_GU.85	GU.92	GU.85	NA	0	NA	NA	NA
GU.92_<<_GU.93	GU.92	GU.93	NA	0	NA	NA	NA
GU.92_<<_GU.267	GU.92	GU.267	NA	0	NA	NA	NA
GU.92_<<_GU.699	GU.92	GU.699	NA	0	NA	NA	NA
GU.92_<<_GU.1722	GU.92	GU.1722	NA	0	NA	NA	NA
GU.92_<<_GU.2616	GU.92	GU.2616	NA	0	NA	NA	NA
GU.92_<<_GU.805	GU.92	GU.805	NA	0	NA	NA	NA
GU.92_<<_GU.1795	GU.92	GU.1795	NA	0	NA	NA	NA
GU.92_<<_GU.871	GU.92	GU.871	NA	0	NA	NA	NA
GU.92_<<_GU.1149	GU.92	GU.1149	NA	0	NA	NA	NA
GU.92_<<_GU.412	GU.92	GU.412	NA	0	NA	NA	NA
GU.92_<<_GU.25	GU.92	GU.25	NA	0	NA	NA	NA
GU.92_<<_GU.928	GU.92	GU.928	NA	0	NA	NA	NA
GU.92_<<_GU.358	GU.92	GU.358	NA	0	NA	NA	NA
GU.92_<<_GU.757	GU.92	GU.757	NA	0	NA	NA	NA
GU.92_<<_GU.6266	GU.92	GU.6266	NA	0	NA	NA	NA
GU.92_<<_GU.671	GU.92	GU.671	NA	0	NA	NA	NA
GU.760_<<_GU.905	GU.760	GU.905	NA	0	NA	NA	NA
GU.760_<<_GU.3349	GU.760	GU.3349	NA	0	NA	NA	NA
GU.760_<<_GU.1771	GU.760	GU.1771	0.156706524792785	1	NA	1	-0.470588235294118
GU.760_<<_GU.2735	GU.760	GU.2735	0.472386865845414	1	NA	1	0.90905934288631
GU.760_<<_GU.2508	GU.760	GU.2508	NA	0	NA	NA	NA
GU.760_<<_GU.860	GU.760	GU.860	NA	0	NA	NA	NA
GU.760_<<_GU.921	GU.760	GU.921	NA	0	NA	NA	NA
GU.760_<<_GU.124	GU.760	GU.124	NA	0	NA	NA	NA
GU.760_<<_GU.2750	GU.760	GU.2750	NA	0	NA	NA	NA
GU.760_<<_GU.3831	GU.760	GU.3831	NA	0	NA	NA	NA
GU.760_<<_GU.973	GU.760	GU.973	NA	0	NA	NA	NA
GU.760_<<_GU.1671	GU.760	GU.1671	0.0324661929164818	1	NA	1	-0.202288694969669
GU.760_<<_GU.1924	GU.760	GU.1924	NA	0	NA	NA	NA
GU.760_<<_GU.95	GU.760	GU.95	NA	0	NA	NA	NA
GU.760_<<_GU.328	GU.760	GU.328	NA	0	NA	NA	NA
GU.760_<<_GU.249	GU.760	GU.249	NA	0	NA	NA	NA
GU.760_<<_GU.166	GU.760	GU.166	NA	0	NA	NA	NA
GU.760_<<_GU.315	GU.760	GU.315	NA	0	NA	NA	NA
GU.760_<<_GU.409	GU.760	GU.409	NA	0	NA	NA	NA
GU.760_<<_GU.931	GU.760	GU.931	NA	0	NA	NA	NA
GU.760_<<_GU.6433	GU.760	GU.6433	0.0473776961321124	1	NA	1	0.297559517855952
GU.760_<<_GU.916	GU.760	GU.916	0.0473776961321124	1	NA	1	0.297559517855952
GU.760_<<_GU.85	GU.760	GU.85	NA	0	NA	NA	NA
GU.760_<<_GU.93	GU.760	GU.93	NA	0	NA	NA	NA
GU.760_<<_GU.267	GU.760	GU.267	NA	0	NA	NA	NA
GU.760_<<_GU.699	GU.760	GU.699	NA	0	NA	NA	NA
GU.760_<<_GU.1722	GU.760	GU.1722	NA	0	NA	NA	NA
GU.760_<<_GU.2616	GU.760	GU.2616	NA	0	NA	NA	NA
GU.760_<<_GU.805	GU.760	GU.805	NA	0	NA	NA	NA
GU.760_<<_GU.1795	GU.760	GU.1795	NA	0	NA	NA	NA
GU.760_<<_GU.871	GU.760	GU.871	NA	0	NA	NA	NA
GU.760_<<_GU.1149	GU.760	GU.1149	NA	0	NA	NA	NA
GU.760_<<_GU.412	GU.760	GU.412	NA	0	NA	NA	NA
GU.760_<<_GU.25	GU.760	GU.25	NA	0	NA	NA	NA
GU.760_<<_GU.928	GU.760	GU.928	NA	0	NA	NA	NA
GU.760_<<_GU.358	GU.760	GU.358	NA	0	NA	NA	NA
GU.760_<<_GU.757	GU.760	GU.757	NA	0	NA	NA	NA
GU.760_<<_GU.6266	GU.760	GU.6266	NA	0	NA	NA	NA
GU.760_<<_GU.671	GU.760	GU.671	0.0500454965391999	1	NA	1	-0.253320198552449
GU.905_<<_GU.3349	GU.905	GU.3349	0.156706524792785	1	NA	1	-0.470588235294118
GU.905_<<_GU.1771	GU.905	GU.1771	0.334174714245599	1	NA	1	0.816176470588235
GU.905_<<_GU.2735	GU.905	GU.2735	0.132257122422353	1	NA	1	-0.427792631946499
GU.905_<<_GU.2508	GU.905	GU.2508	NA	0	NA	NA	NA
GU.905_<<_GU.860	GU.905	GU.860	NA	0	NA	NA	NA
GU.905_<<_GU.921	GU.905	GU.921	0.371132681808954	1	NA	1	0.819178021909125
GU.905_<<_GU.124	GU.905	GU.124	0.109591046774762	1	NA	1	-0.385495539721941
GU.905_<<_GU.2750	GU.905	GU.2750	NA	0	NA	NA	NA
GU.905_<<_GU.3831	GU.905	GU.3831	NA	0	NA	NA	NA
GU.905_<<_GU.973	GU.905	GU.973	NA	0	NA	NA	NA
GU.905_<<_GU.1671	GU.905	GU.1671	0.0324661929164818	1	NA	1	-0.202288694969669
GU.905_<<_GU.1924	GU.905	GU.1924	0.0324661929164818	1	NA	1	-0.202288694969669
GU.905_<<_GU.95	GU.905	GU.95	NA	0	NA	NA	NA
GU.905_<<_GU.328	GU.905	GU.328	NA	0	NA	NA	NA
GU.905_<<_GU.249	GU.905	GU.249	NA	0	NA	NA	NA
GU.905_<<_GU.166	GU.905	GU.166	NA	0	NA	NA	NA
GU.905_<<_GU.315	GU.905	GU.315	NA	0	NA	NA	NA
GU.905_<<_GU.409	GU.905	GU.409	NA	0	NA	NA	NA
GU.905_<<_GU.931	GU.905	GU.931	NA	0	NA	NA	NA
GU.905_<<_GU.6433	GU.905	GU.6433	0.0473776961321124	1	NA	1	0.297559517855952
GU.905_<<_GU.916	GU.905	GU.916	0.0473776961321124	1	NA	1	0.297559517855952
GU.905_<<_GU.85	GU.905	GU.85	NA	0	NA	NA	NA
GU.905_<<_GU.93	GU.905	GU.93	NA	0	NA	NA	NA
GU.905_<<_GU.267	GU.905	GU.267	NA	0	NA	NA	NA
GU.905_<<_GU.699	GU.905	GU.699	NA	0	NA	NA	NA
GU.905_<<_GU.1722	GU.905	GU.1722	NA	0	NA	NA	NA
GU.905_<<_GU.2616	GU.905	GU.2616	NA	0	NA	NA	NA
GU.905_<<_GU.805	GU.905	GU.805	NA	0	NA	NA	NA
GU.905_<<_GU.1795	GU.905	GU.1795	NA	0	NA	NA	NA
GU.905_<<_GU.871	GU.905	GU.871	NA	0	NA	NA	NA
GU.905_<<_GU.1149	GU.905	GU.1149	NA	0	NA	NA	NA
GU.905_<<_GU.412	GU.905	GU.412	NA	0	NA	NA	NA
GU.905_<<_GU.25	GU.905	GU.25	NA	0	NA	NA	NA
GU.905_<<_GU.928	GU.905	GU.928	NA	0	NA	NA	NA
GU.905_<<_GU.358	GU.905	GU.358	NA	0	NA	NA	NA
GU.905_<<_GU.757	GU.905	GU.757	NA	0	NA	NA	NA
GU.905_<<_GU.6266	GU.905	GU.6266	NA	0	NA	NA	NA
GU.905_<<_GU.671	GU.905	GU.671	0.0500454965391999	1	NA	1	-0.253320198552449
GU.3349_<<_GU.1771	GU.3349	GU.1771	NA	0	NA	NA	NA
GU.3349_<<_GU.2735	GU.3349	GU.2735	0.472386865845414	1	NA	1	0.90905934288631
GU.3349_<<_GU.2508	GU.3349	GU.2508	NA	0	NA	NA	NA
GU.3349_<<_GU.860	GU.3349	GU.860	0.109591046774762	1	NA	1	-0.385495539721941
GU.3349_<<_GU.921	GU.3349	GU.921	NA	0	NA	NA	NA
GU.3349_<<_GU.124	GU.3349	GU.124	NA	0	NA	NA	NA
GU.3349_<<_GU.2750	GU.3349	GU.2750	NA	0	NA	NA	NA
GU.3349_<<_GU.3831	GU.3349	GU.3831	NA	0	NA	NA	NA
GU.3349_<<_GU.973	GU.3349	GU.973	NA	0	NA	NA	NA
GU.3349_<<_GU.1671	GU.3349	GU.1671	NA	0	NA	NA	NA
GU.3349_<<_GU.1924	GU.3349	GU.1924	NA	0	NA	NA	NA
GU.3349_<<_GU.95	GU.3349	GU.95	NA	0	NA	NA	NA
GU.3349_<<_GU.328	GU.3349	GU.328	NA	0	NA	NA	NA
GU.3349_<<_GU.249	GU.3349	GU.249	NA	0	NA	NA	NA
GU.3349_<<_GU.166	GU.3349	GU.166	NA	0	NA	NA	NA
GU.3349_<<_GU.315	GU.3349	GU.315	NA	0	NA	NA	NA
GU.3349_<<_GU.409	GU.3349	GU.409	NA	0	NA	NA	NA
GU.3349_<<_GU.931	GU.3349	GU.931	NA	0	NA	NA	NA
GU.3349_<<_GU.6433	GU.3349	GU.6433	NA	0	NA	NA	NA
GU.3349_<<_GU.916	GU.3349	GU.916	NA	0	NA	NA	NA
GU.3349_<<_GU.85	GU.3349	GU.85	NA	0	NA	NA	NA
GU.3349_<<_GU.93	GU.3349	GU.93	NA	0	NA	NA	NA
GU.3349_<<_GU.267	GU.3349	GU.267	NA	0	NA	NA	NA
GU.3349_<<_GU.699	GU.3349	GU.699	NA	0	NA	NA	NA
GU.3349_<<_GU.1722	GU.3349	GU.1722	NA	0	NA	NA	NA
GU.3349_<<_GU.2616	GU.3349	GU.2616	NA	0	NA	NA	NA
GU.3349_<<_GU.805	GU.3349	GU.805	NA	0	NA	NA	NA
GU.3349_<<_GU.1795	GU.3349	GU.1795	NA	0	NA	NA	NA
GU.3349_<<_GU.871	GU.3349	GU.871	NA	0	NA	NA	NA
GU.3349_<<_GU.1149	GU.3349	GU.1149	NA	0	NA	NA	NA
GU.3349_<<_GU.412	GU.3349	GU.412	NA	0	NA	NA	NA
GU.3349_<<_GU.25	GU.3349	GU.25	NA	0	NA	NA	NA
GU.3349_<<_GU.928	GU.3349	GU.928	NA	0	NA	NA	NA
GU.3349_<<_GU.358	GU.3349	GU.358	NA	0	NA	NA	NA
GU.3349_<<_GU.757	GU.3349	GU.757	NA	0	NA	NA	NA
GU.3349_<<_GU.6266	GU.3349	GU.6266	NA	0	NA	NA	NA
GU.3349_<<_GU.671	GU.3349	GU.671	NA	0	NA	NA	NA
GU.1771_<<_GU.2735	GU.1771	GU.2735	NA	0	NA	NA	NA
GU.1771_<<_GU.2508	GU.1771	GU.2508	0.472386865845414	1	NA	1	0.90905934288631
GU.1771_<<_GU.860	GU.1771	GU.860	NA	0	NA	NA	NA
GU.1771_<<_GU.921	GU.1771	GU.921	0.371132681808954	1	NA	1	0.819178021909125
GU.1771_<<_GU.124	GU.1771	GU.124	0.109591046774762	1	NA	1	-0.385495539721941
GU.1771_<<_GU.2750	GU.1771	GU.2750	NA	0	NA	NA	NA
GU.1771_<<_GU.3831	GU.1771	GU.3831	NA	0	NA	NA	NA
GU.1771_<<_GU.973	GU.1771	GU.973	0.0500454965391999	1	NA	1	-0.253320198552449
GU.1771_<<_GU.1671	GU.1771	GU.1671	NA	0	NA	NA	NA
GU.1771_<<_GU.1924	GU.1771	GU.1924	0.0324661929164818	1	NA	1	-0.202288694969669
GU.1771_<<_GU.95	GU.1771	GU.95	NA	0	NA	NA	NA
GU.1771_<<_GU.328	GU.1771	GU.328	NA	0	NA	NA	NA
GU.1771_<<_GU.249	GU.1771	GU.249	NA	0	NA	NA	NA
GU.1771_<<_GU.166	GU.1771	GU.166	0.015815856009405	1	NA	1	-0.140028008402801
GU.1771_<<_GU.315	GU.1771	GU.315	NA	0	NA	NA	NA
GU.1771_<<_GU.409	GU.1771	GU.409	0.0473776961321124	1	NA	1	0.297559517855952
GU.1771_<<_GU.931	GU.1771	GU.931	NA	0	NA	NA	NA
GU.1771_<<_GU.6433	GU.1771	GU.6433	NA	0	NA	NA	NA
GU.1771_<<_GU.916	GU.1771	GU.916	NA	0	NA	NA	NA
GU.1771_<<_GU.85	GU.1771	GU.85	0.0473776961321124	1	NA	1	0.297559517855952
GU.1771_<<_GU.93	GU.1771	GU.93	0.015815856009405	1	NA	1	-0.140028008402801
